3.346438519883679419e+01,-1.761397836061901145e+00,-1.562568327552343317e-01,-5.979360623122578246e-03,8.609415890137857019e-01,9.187227930475500015e-02,-3.311925148883693160e-01,7.499372291325956397e-01,1.998867120503492259e-02,3.237266095349349004e-02,3.199473247557533817e-01
3.346450042066793173e+01,-1.303103267494273299e+00,3.878437450090655436e-01,-1.128526483905951894e+00,1.457206035442704550e+00,8.124693772728873720e-01,-2.256082864824155571e-02,-2.500209830619121387e+00,-1.444416354539864056e+00,-2.357154446872620490e-01,9.259508038894469495e-01
3.346450971092004778e+01,-2.494609149350380806e-01,1.443965436895412235e+00,6.208815049482693249e-01,4.701916205984622010e-01,9.887339763127823700e-01,2.897374639004144867e-02,-6.403432709837326708e-01,-4.053357038628061515e-01,8.487627666283845129e-02,3.168112371508494812e-02
3.346435275745259474e+01,-2.307547529304797562e-01,-7.656855528604032957e-01,1.712833049338027935e+00,-8.740924119702838668e-01,4.236687172755324582e-01,-1.889825773385876984e+00,1.460547765544339439e-02,-6.614750174822985329e-01,2.136014121244745323e-01,1.189151092246047980e+00
3.346423410376833374e+01,5.261409793499164378e-01,1.154552633390532490e+00,-1.136941131998643106e+00,-6.895019388133606375e-01,6.848150407385626970e-01,9.013698693075901103e-01,-1.486596492580753326e+00,-7.212475149665870111e-01,4.681922771709544628e-01,2.423638483806304311e+00
3.346449382156458086e+01,3.222344360519596163e-01,-8.497994941998637808e-01,-1.639319460852257881e+00,2.101121140760220385e-01,-1.510322359599563624e+00,1.015130422160801071e+00,1.818542528163609617e+00,6.263973016685434603e-01,-1.449981481638718650e+00,-4.285306276597902579e-03
3.346449070411190974e+01,-1.555565334317349224e+00,7.983654110008877591e-01,-3.210478944164605886e-01,-2.915836841889178910e-01,-9.299756398744265518e-01,-3.100248537123368939e-02,-6.687134984300043827e-01,7.967092626212153583e-02,6.451601753896933633e-02,-1.832460279108514833e-01
3.346440546287033158e+01,1.003704935257084374e+00,-5.496393287971327313e-01,-2.276061721779595315e-01,2.707119732498431741e+00,-2.501962982841038352e-01,1.222616807092087976e+00,-5.346173317131993619e-01,-2.629161400655521952e-01,1.071741176339124024e+00,-2.615322201494499232e+00
3.346427037058546006e+01,6.752190349920867973e-01,3.583667120259376726e-01,-1.544928941936678513e+00,1.899519756879262999e+00,-2.903786957157283855e-01,4.580657258598684334e-01,3.457581203153824445e-01,-1.260067364786703337e+00,-1.520814099856715007e+00,-1.743445754358345035e+00
3.346451336451367098e+01,2.053977979146985322e-01,-5.361156024051703106e-01,7.779905741277729492e-01,-4.786325596729019693e-01,-3.246523128537540104e-01,1.098159621103220518e+00,-9.277212182794087880e-01,-1.486213213983318404e-01,-3.587333405608419262e-02,7.332683639971928624e-01
3.346448238657747254e+01,-5.537901912887364109e-01,-1.979738653744717303e-01,1.082734857129075801e+00,1.559407538676322869e+00,-6.497965279660081195e-02,-9.781116085495346335e-02,-7.896936309065630821e-01,-5.255959405445604915e-01,-5.557606723752941402e-01,-2.091801154774335925e-01
3.346440972641688916e+01,-5.233226715108520999e-01,-9.085732099685293051e-01,5.052872819643623448e-01,5.891254423970634369e-01,-8.079540653686414498e-01,1.951956555186443953e+00,-1.021231133088994492e+00,7.978121671438974660e-01,-2.902766614414496793e+00,5.894342190620901339e-02
3.346448975903243905e+01,5.224635553771279639e-01,2.823414992303141524e-01,9.914090395692383151e-01,-1.259508126573454012e+00,9.971953680966072486e-01,1.376885779708692192e+00,8.085613613410655987e-01,-4.316465839674593075e-01,-1.549305821429642460e+00,-2.047700387602320760e+00
