-1.363187946368322079e+00,2.137079724604240560e-02,3.204847305987876815e-01,6.557605720673076455e-01,1.704887410082138732e-01,-1.668669676806128432e+00,-2.713473373874446537e-01,5.173276966000434074e-01
-3.721761947810560689e-01,-9.322038117118101042e-01,-3.716924141745168164e-01,-6.666231610060324719e-01,-1.939312907493665916e+00,-8.606808005043531384e-01,2.674522066020305622e-01,-5.267775613234670917e-02
-1.154241391177725840e+00,8.668127833692051976e-02,-6.634271303492509375e-01,5.786481443443505235e-01,-9.116340463265182326e-01,-4.067840374074208620e-01,-1.366442601670550427e+00,1.142004599104859963e-01
-1.494850787526840863e+00,-2.115423840454108806e+00,-5.739766110610509120e-01,3.549277024130396141e-01,-6.241709181229371239e-01,-9.342684241764737108e-01,1.889947851220985797e-01,3.326693116869006150e-01
-1.132629183959985575e+00,1.256544624033462565e+00,-2.283780178128770322e-01,1.712289285552779816e+00,-2.842673080591658685e+00,6.651672106244201910e-01,1.232858310716942185e+00,4.811920229883653310e-01
2.428106176428479479e-02,-5.375770056396597107e-01,-1.132108340195822516e+00,8.497847306731181050e-01,-3.840549221947870961e-01,-2.047460404411432400e+00,-2.333522137248349004e+00,4.619213624144662411e-01
-3.209279995512354655e-01,-1.422042343601317427e+00,-1.054850580560184881e+00,9.535004066125176703e-01,7.733557592117905610e-01,1.050742638864309852e-01,-9.656458869428375946e-01,1.082771718591414301e+00
-7.216869887076983181e-01,1.135749139624047999e+00,9.177946079260574930e-01,1.256040917793004974e+00,9.532188837531814229e-01,-1.203127855011389524e+00,-4.197385407267549828e-01,-4.406099687915994156e-01
-8.401070018581627830e-01,-1.045021026280930077e-01,-1.103026770815145774e+00,-2.599563721123308024e-01,1.007125875094715628e+00,-5.556036846117566874e-01,-1.166225562596505894e+00,4.131043664941811411e-01
-1.217834642516488985e+00,-9.162630771202051605e-01,-3.658264070881700469e-01,8.994245813140687718e-01,-2.180497451504652240e+00,-1.504873335670196211e+00,-2.548523376647756078e-01,6.365266965613239902e-01
2.783656946563836665e-01,-1.872409238183321500e+00,-5.703365204445292047e-01,3.540820998365943328e-01,9.970517161608933865e-01,3.543530606100872005e-01,-5.166813960499619940e-01,1.091480429425278342e-01
4.225542144023996527e-01,-2.036466134377905135e+00,-5.004586341299388508e-02,2.330527375469626072e+00,1.095461088678965966e+00,1.001268540895198900e+00,-7.614529227743189743e-01,7.475295272969535443e-01
-9.089516624334886830e-01,8.627025373131615993e-01,-1.903349963312463755e+00,8.571157731155871762e-01,-8.721079829311346732e-01,7.568078858217465177e-01,-1.571637095686692964e+00,-1.983966388365244971e+00
-2.146883187300022477e+00,-1.487878502345888032e+00,-2.317361061594108040e+00,3.146546085836968709e-01,-6.936225552577132136e-01,4.768997431400896492e-01,-2.157923421424674248e-01,1.114683059400634946e+00
-1.458537822271686490e+00,-1.547971359810174974e+00,-1.378987587805085457e+00,2.682469717326169789e+00,3.950708806478010482e-01,-1.845462652138564752e-01,3.967812533342457426e-01,9.552654663666770851e-01
-1.024140270589463553e+00,6.020921296125385513e-01,-1.041206082276865175e+00,2.186635914149407167e+00,5.367528144783986210e-01,7.453627013091054243e-01,-2.275446002654017086e+00,1.366788185149358181e+00
1.980009248408011846e+00,1.720508284239815611e-01,1.325906492175293883e+00,1.911793805727695750e+00,-2.079452523518443563e+00,-1.113808398552443846e+00,-2.351574264311556917e+00,5.421080283531848343e-01
1.157639030990459950e-01,-7.752795669235977849e-01,-2.173797081702292244e-01,7.522947615726478521e-01,-3.992626584450200133e-01,-1.546351602190223051e+00,-1.882775797020065811e+00,-8.481080336994295532e-03
-9.420083318980085885e-01,-1.506640116337726543e+00,-2.472799050644996832e+00,1.052808750455257014e+00,-1.098926458314218202e+00,8.531088650828566600e-01,4.927294978503359291e-01,-6.193157797783617191e-01
-5.155281953019070773e-01,5.331230295066846647e-02,-1.011836666805076890e+00,4.372977471794814441e-01,-1.193953484622191752e+00,-1.159994248451507559e+00,-2.410867401556291423e-01,1.379698200289610321e+00
4.471353245784482344e-01,-1.094598681844867860e+00,-2.364065921533454073e+00,7.736630276083106272e-01,-9.452907109320187740e-01,7.196786560219885498e-01,-7.570233322692394573e-01,-1.318467088894043293e+00
2.967056483209215001e-01,-1.746302484514187681e+00,-1.443842378513291891e+00,-1.140923015195923762e+00,8.460509412759680270e-01,-1.443763303602513925e+00,-6.342222727902135926e-01,5.018730905700066192e-01
1.111536626244318260e+00,1.883058066492139249e-01,2.127354198207420666e+00,6.223979643472050682e-01,-3.021316827531280502e+00,1.602155830553255056e+00,2.869894155344886455e-01,4.522236127574391640e-01
1.332678954975875074e+00,-3.711067038107345728e-01,-2.720479661651272529e+00,1.984147615510887031e+00,5.855086168839893634e-01,-2.712613362496263392e+00,1.862021018740955158e+00,5.124902787840676099e-01
3.131077852819079688e-01,8.836882241726018439e-02,-1.027803707512172648e+00,6.430701006827288513e-01,-5.323441706407782137e-01,-1.235520732723227821e+00,-4.354580925393999324e-01,2.487462200403828483e+00
-3.744113183542877032e-01,-3.360514719744933654e-01,6.672532591856670248e-01,-3.044369060258049764e-01,-1.121096266459854052e+00,5.519005048362611854e-01,-6.814286684553093609e-01,4.944185231514605650e-01
-7.537665947421330337e-01,-5.068434545163016391e-01,-7.941154832277937947e-01,2.174183810483062418e-01,-4.236004228654051684e-01,3.208470877164721347e-01,-7.271214845212035094e-01,1.247731959251835665e+00
2.568914421212157073e+00,3.952912067744007718e-02,-2.597170548301032111e-01,6.373979005622754102e-03,-1.245162851766383194e-01,-1.001387574332935904e+00,1.595044250348946813e+00,1.006728061295101284e+00
-1.071517761497756460e+00,4.071849537027911747e-01,-1.778402125567308811e-01,1.600140999673948627e+00,-9.853520872401508868e-01,-9.771876890568219620e-01,-8.057344206206864534e-01,-5.256542741142465891e-01
-1.413679403125694123e-01,-5.405250815842969070e-01,-1.382076597759378522e-01,1.690110567080500559e-01,-5.586497694538860026e-01,-3.535796494705454318e-01,1.146592304513819993e+00,1.338735925041567132e+00
